,index,school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,Season
1733,300,Tennessee State,0.174,-14.1,72.5,93.4,0.326,0.358,0.507,46.9,47.2,10.1,8.9,0.475,18.5,25.5,0.223,2021
1734,301,Tennessee Tech,0.185,-14.13,70.2,94.4,0.27,0.427,0.525,49.4,58.2,9.2,6.2,0.501,20.1,26.6,0.183,2021
1735,302,Tennessee-Martin,0.333,-19.41,68.7,94.3,0.294,0.355,0.495,46.7,52.0,10.3,8.0,0.458,17.8,29.2,0.211,2021
1736,303,TexasNCAA,0.704,15.51,69.5,105.5,0.339,0.421,0.559,52.7,50.9,9.2,10.4,0.529,18.0,30.9,0.24,2021
1737,304,Texas A&M,0.444,2.2,66.1,97.2,0.34,0.405,0.516,50.9,54.4,10.4,6.7,0.476,19.2,32.8,0.246,2021
1738,305,Texas A&M-Corpus Christi,0.208,-16.77,71.3,90.9,0.356,0.357,0.513,48.3,56.8,9.6,8.1,0.477,20.9,24.6,0.245,2021
1739,306,Texas SouthernNCAA,0.654,-6.15,73.9,99.6,0.379,0.271,0.521,53.4,45.2,9.4,12.1,0.482,17.8,31.9,0.265,2021
1740,307,Texas State,0.72,-3.85,64.7,101.1,0.273,0.269,0.54,52.5,53.9,10.5,9.6,0.513,17.8,29.8,0.193,2021
1741,308,Texas TechNCAA,0.621,16.59,67.1,107.1,0.379,0.313,0.533,51.2,51.4,10.5,12.2,0.494,13.7,32.8,0.269,2021
1742,309,Texas-Rio Grande Valley,0.474,-9.63,74.5,97.2,0.402,0.369,0.496,49.5,60.7,11.9,11.2,0.463,16.9,32.4,0.256,2021
1743,310,The Citadel,0.52,-6.07,74.9,107.9,0.316,0.46,0.56,50.3,54.9,7.3,10.2,0.534,14.4,25.4,0.222,2021
1744,311,Toledo,0.7,6.59,70.2,114.0,0.285,0.451,0.573,50.2,56.3,8.6,6.5,0.54,13.5,29.7,0.222,2021
1745,312,Towson,0.222,-9.83,66.8,99.5,0.334,0.295,0.497,51.5,39.2,7.4,7.9,0.454,15.5,34.1,0.243,2021
1746,313,Troy,0.393,-12.06,70.2,92.7,0.348,0.388,0.492,51.2,50.3,8.9,8.7,0.452,18.3,28.8,0.242,2021
1747,315,Tulane,0.435,1.03,67.8,94.3,0.366,0.4,0.493,45.8,55.3,11.0,9.7,0.442,14.8,22.9,0.273,2021
1748,316,Tulsa,0.478,4.19,68.0,100.5,0.33,0.399,0.539,49.2,57.8,9.3,6.3,0.511,17.4,26.9,0.223,2021
1749,317,UAB,0.759,5.8,68.9,105.3,0.314,0.272,0.524,51.7,39.1,11.6,12.1,0.493,13.2,29.5,0.219,2021
1750,318,UC Davis,0.556,-5.83,70.7,99.8,0.369,0.309,0.54,48.9,43.4,10.4,8.0,0.49,17.9,26.6,0.289,2021
1751,319,UC Irvine,0.667,3.46,69.2,103.4,0.293,0.241,0.53,55.4,43.8,10.8,11.6,0.492,16.0,32.6,0.223,2021
1752,320,UC Riverside,0.636,4.12,66.8,104.0,0.22,0.423,0.546,52.5,53.8,7.8,6.2,0.525,15.7,26.2,0.155,2021
1753,321,UC San Diego,0.412,-6.95,70.2,101.0,0.213,0.514,0.567,43.8,65.8,9.7,5.4,0.556,17.4,17.3,0.136,2021
1754,322,UC Santa BarbaraNCAA,0.815,7.8,67.2,112.0,0.34,0.34,0.575,54.2,59.3,10.9,7.5,0.541,14.2,29.5,0.256,2021
1755,323,UCF,0.478,5.94,68.0,98.3,0.307,0.402,0.535,48.9,52.6,10.0,9.8,0.501,19.0,28.2,0.223,2021
1756,324,UCLANCAA,0.688,16.3,65.4,108.4,0.316,0.316,0.551,52.6,51.1,7.3,7.9,0.52,13.6,29.2,0.226,2021
1757,325,UNC Asheville,0.5,-6.99,69.9,103.1,0.302,0.391,0.557,47.2,46.4,9.8,10.6,0.546,18.6,26.8,0.183,2021
1758,326,UNC GreensboroNCAA,0.7,3.48,70.5,103.1,0.237,0.39,0.503,51.8,45.0,10.6,11.9,0.479,13.1,31.4,0.162,2021
1759,327,UNC Wilmington,0.412,-6.84,70.7,107.1,0.368,0.367,0.546,47.5,46.6,8.5,8.6,0.5,13.8,27.0,0.282,2021
1760,328,UT Arlington,0.5,-7.23,71.6,102.4,0.268,0.397,0.512,48.9,52.6,11.5,12.3,0.479,14.3,29.3,0.197,2021
1761,329,Utah,0.48,11.86,67.6,105.6,0.288,0.346,0.567,47.9,57.6,8.0,9.2,0.531,16.5,23.6,0.228,2021
1762,330,Utah StateNCAA,0.69,10.99,69.5,104.4,0.299,0.322,0.532,57.3,60.7,9.6,14.9,0.5,16.9,35.4,0.216,2021
1763,331,Utah Tech,0.381,-14.01,74.0,94.0,0.348,0.341,0.511,47.0,62.5,9.2,5.3,0.471,18.3,25.3,0.249,2021
1764,332,Utah Valley,0.5,-3.41,72.0,102.5,0.422,0.269,0.546,54.5,62.5,7.2,11.6,0.522,18.0,31.5,0.266,2021
1765,333,UTEP,0.5,1.07,69.6,101.1,0.291,0.366,0.521,49.4,46.9,8.9,7.5,0.484,13.9,24.2,0.217,2021
1766,334,UTSA,0.577,-1.22,73.4,107.4,0.234,0.364,0.537,51.3,49.9,8.4,8.8,0.508,13.7,29.9,0.178,2021
1767,336,Valparaiso,0.357,-4.21,68.3,94.3,0.272,0.403,0.512,47.1,53.9,9.5,9.4,0.479,16.3,20.1,0.198,2021
1768,337,Vanderbilt,0.36,6.14,69.6,103.0,0.329,0.471,0.548,49.3,52.2,10.1,7.3,0.512,17.4,28.1,0.242,2021
1769,338,Vermont,0.667,1.99,66.4,108.1,0.33,0.407,0.572,52.9,55.1,7.4,8.0,0.533,16.0,26.6,0.257,2021
1770,339,VillanovaNCAA,0.72,17.47,65.7,113.3,0.3,0.448,0.566,50.9,57.1,7.7,5.7,0.532,12.1,27.5,0.229,2021
1771,340,VirginiaNCAA,0.72,15.27,60.8,111.5,0.217,0.427,0.583,51.7,54.8,8.0,13.4,0.554,13.5,22.6,0.177,2021
1772,341,Virginia CommonwealthNCAA,0.731,11.3,70.5,101.2,0.34,0.349,0.55,49.6,52.7,13.0,14.8,0.509,18.3,28.0,0.259,2021
1773,342,VMI,0.52,-0.41,72.3,109.5,0.272,0.469,0.584,51.3,55.7,7.3,8.0,0.554,15.5,23.4,0.21,2021
1774,343,Virginia TechNCAA,0.682,12.59,66.4,106.7,0.334,0.41,0.552,51.8,56.1,7.1,11.5,0.523,15.1,27.8,0.233,2021
1775,344,Wagner,0.65,-5.35,66.8,104.8,0.28,0.305,0.522,52.5,48.4,10.8,8.2,0.491,15.3,34.8,0.201,2021
1776,345,Wake Forest,0.273,1.72,67.4,97.7,0.294,0.46,0.524,48.9,50.3,9.1,6.2,0.49,17.7,25.8,0.214,2021
1777,346,Washington,0.192,1.88,71.0,95.3,0.262,0.392,0.517,44.5,43.7,8.6,9.0,0.489,17.3,23.4,0.185,2021
1778,347,Washington State,0.519,8.12,68.6,97.4,0.347,0.396,0.517,52.3,51.8,8.8,9.0,0.479,18.7,30.8,0.246,2021
1779,348,Weber State,0.739,3.14,72.5,112.8,0.368,0.382,0.616,51.4,52.6,9.2,8.0,0.579,15.9,22.2,0.289,2021
1780,349,West VirginiaNCAA,0.655,15.36,70.6,108.2,0.379,0.331,0.53,51.8,52.9,10.6,7.7,0.489,14.1,35.5,0.273,2021
1781,350,Western Carolina,0.407,-7.43,72.2,102.2,0.333,0.42,0.558,49.6,50.1,6.7,7.4,0.526,17.3,22.9,0.242,2021
1782,351,Western Illinois,0.318,-12.48,73.5,99.3,0.358,0.365,0.504,51.1,40.9,7.2,7.9,0.461,15.2,29.1,0.256,2021
1783,352,Western Kentucky,0.724,5.19,69.1,104.4,0.355,0.328,0.552,54.7,53.9,9.3,12.9,0.505,17.8,31.8,0.28,2021
1784,353,Western Michigan,0.238,-11.51,68.3,92.4,0.252,0.37,0.513,48.2,49.1,6.5,5.3,0.494,19.1,23.6,0.161,2021
1785,354,Wichita StateNCAA,0.727,9.36,68.6,103.0,0.366,0.402,0.508,49.0,53.7,8.8,10.0,0.472,13.7,30.2,0.249,2021
1786,355,William & Mary,0.412,-11.23,67.2,95.6,0.32,0.361,0.504,48.4,47.2,7.8,8.3,0.461,17.5,28.6,0.239,2021
1787,357,WinthropNCAA,0.92,4.69,72.5,108.8,0.356,0.393,0.555,56.1,53.8,10.3,6.5,0.526,16.4,35.0,0.245,2021
1788,358,WisconsinNCAA,0.581,17.22,65.8,105.4,0.262,0.409,0.533,49.0,54.0,8.5,10.7,0.499,12.1,23.6,0.202,2021
1789,359,Wofford,0.625,1.76,67.6,109.4,0.254,0.504,0.579,51.6,54.3,9.8,6.1,0.56,16.6,27.7,0.179,2021
1790,360,Wright State,0.75,6.89,72.1,113.0,0.345,0.329,0.574,56.2,52.0,8.2,8.4,0.544,15.5,34.2,0.25,2021
1791,361,Wyoming,0.56,-1.23,69.9,108.5,0.353,0.488,0.569,47.0,54.1,8.2,5.4,0.537,14.3,22.9,0.254,2021
1792,362,Xavier,0.619,11.09,69.5,106.3,0.259,0.388,0.544,50.8,62.6,9.8,10.3,0.521,14.0,26.8,0.18,2021
1793,363,Youngstown State,0.556,-9.78,69.1,106.3,0.321,0.362,0.522,51.3,48.7,8.6,4.6,0.484,13.9,33.6,0.233,2021
1794,0,Abilene Christian,0.645,-2.87,71.1,105.0,0.383,0.373,0.549,50.1,56.6,13.1,7.9,0.507,16.9,30.6,0.284,2020
1795,1,Air Force,0.375,-0.37,68.9,106.0,0.357,0.417,0.568,50.0,58.5,7.3,4.6,0.534,16.1,22.7,0.261,2020
1796,2,Akron,0.774,7.15,70.6,107.2,0.351,0.444,0.562,50.7,51.4,7.2,7.3,0.521,16.0,27.9,0.271,2020
1797,3,Alabama,0.516,11.12,76.1,106.0,0.369,0.489,0.553,49.7,51.6,8.2,10.4,0.522,16.7,29.8,0.256,2020
1798,4,Alabama A&M,0.267,-18.88,69.6,87.9,0.327,0.317,0.462,47.5,49.7,8.3,5.7,0.424,16.4,24.7,0.219,2020
1799,5,Alabama State,0.25,-16.15,70.8,86.7,0.357,0.39,0.477,47.1,47.6,8.8,6.0,0.446,19.9,25.7,0.222,2020
1800,6,Albany (NY),0.438,-8.78,69.7,95.0,0.339,0.438,0.518,49.8,56.4,8.0,7.9,0.482,17.5,24.1,0.239,2020
1801,7,Alcorn State,0.5,-14.64,72.6,102.5,0.304,0.399,0.536,51.3,51.5,10.9,8.4,0.5,17.1,30.2,0.226,2020
1802,8,American,0.533,-4.37,69.0,103.4,0.286,0.348,0.543,48.5,48.2,11.6,9.3,0.516,15.7,26.5,0.201,2020
1803,9,Appalachian State,0.545,-0.81,68.6,99.3,0.412,0.388,0.524,49.7,49.2,10.8,6.5,0.489,17.0,27.7,0.274,2020
1804,10,Arizona,0.656,19.49,70.3,107.9,0.367,0.347,0.546,52.5,57.9,9.5,10.6,0.507,14.5,30.7,0.269,2020
1805,11,Arizona State,0.645,11.46,73.7,100.1,0.324,0.369,0.521,48.5,42.3,10.9,9.4,0.488,15.7,26.5,0.225,2020
1806,12,Arkansas,0.625,13.46,71.4,104.5,0.425,0.399,0.553,45.2,47.2,10.9,10.3,0.509,14.4,21.5,0.311,2020
1807,13,Arkansas State,0.5,-2.92,68.5,102.4,0.474,0.317,0.537,49.3,58.9,10.0,7.6,0.49,16.5,28.8,0.336,2020
1808,14,Arkansas-Pine Bluff,0.133,-21.65,67.6,79.3,0.374,0.289,0.462,48.9,49.0,10.6,9.8,0.435,23.3,27.9,0.22,2020
1809,15,Army,0.5,-9.1,69.7,100.9,0.253,0.37,0.545,48.6,59.3,7.9,4.6,0.533,15.4,20.0,0.156,2020
1810,16,Auburn,0.806,15.04,70.4,108.2,0.438,0.441,0.536,53.7,49.1,8.9,12.9,0.5,15.0,35.3,0.295,2020
1811,17,Austin Peay,0.636,-0.98,69.9,108.8,0.368,0.331,0.552,52.1,48.7,9.4,8.2,0.516,15.6,33.1,0.264,2020
1812,18,Ball State,0.581,4.12,69.4,100.2,0.308,0.48,0.536,51.0,55.7,9.6,9.0,0.508,17.0,25.3,0.213,2020
1813,19,Baylor,0.867,20.13,66.6,106.4,0.308,0.369,0.523,52.5,54.1,12.2,12.5,0.494,14.9,35.7,0.213,2020
1814,21,Belmont,0.788,4.3,72.8,109.4,0.227,0.438,0.572,50.5,61.3,10.4,8.0,0.553,14.6,24.9,0.162,2020
1815,22,Bethune-Cookman,0.533,-10.16,75.0,98.3,0.381,0.313,0.515,50.5,46.3,9.5,7.5,0.474,17.6,30.6,0.267,2020
1816,23,Binghamton,0.345,-15.03,69.4,99.6,0.238,0.479,0.517,47.1,47.3,7.5,7.9,0.489,15.5,25.6,0.173,2020
1817,24,Boise State,0.625,8.59,70.0,106.5,0.362,0.421,0.56,51.5,50.2,8.0,4.1,0.52,15.5,25.9,0.271,2020
1818,25,Boston College,0.406,1.82,69.6,92.4,0.291,0.405,0.492,46.4,54.3,11.0,7.1,0.465,17.3,25.4,0.191,2020
1819,26,Boston University,0.618,-1.87,66.8,105.0,0.27,0.344,0.534,52.1,46.8,8.1,6.1,0.516,14.6,28.9,0.174,2020
1820,27,Bowling Green State,0.677,0.47,71.6,103.2,0.287,0.364,0.517,51.1,46.2,7.6,6.1,0.479,13.3,28.7,0.215,2020
1821,28,Bradley,0.676,5.33,67.3,105.7,0.319,0.313,0.536,53.5,52.4,7.1,12.5,0.499,14.9,31.5,0.235,2020
1822,29,Brigham Young,0.75,16.93,69.7,112.8,0.239,0.414,0.603,49.6,58.4,8.2,5.4,0.588,14.3,20.5,0.168,2020
1823,30,Brown,0.556,-4.45,70.2,95.4,0.325,0.381,0.497,52.1,48.6,9.4,11.9,0.455,18.2,32.3,0.237,2020
1824,31,Bryant,0.469,-6.7,70.7,100.0,0.304,0.433,0.513,52.0,55.0,9.1,11.3,0.485,17.2,31.6,0.206,2020
1825,32,Bucknell,0.412,-7.73,69.9,96.7,0.284,0.418,0.521,47.9,50.0,10.2,9.4,0.493,17.0,24.0,0.195,2020
1826,33,Buffalo,0.625,1.8,74.7,104.5,0.28,0.378,0.519,52.5,51.0,10.3,11.1,0.494,15.3,35.0,0.187,2020
1827,34,Butler,0.71,15.56,64.6,105.7,0.294,0.368,0.553,53.3,50.9,8.2,7.8,0.523,15.4,29.4,0.214,2020
1828,35,Cal Poly,0.233,-10.0,68.8,95.5,0.348,0.34,0.516,46.9,43.9,9.0,6.9,0.481,17.2,23.0,0.242,2020
1829,36,Cal State Bakersfield,0.387,-7.11,66.0,101.1,0.312,0.272,0.509,54.7,46.2,9.3,10.2,0.478,16.9,36.1,0.214,2020
1830,37,Cal State Fullerton,0.355,-6.79,69.5,96.8,0.371,0.338,0.521,48.0,47.7,7.2,7.7,0.488,16.6,22.8,0.25,2020
1831,38,Cal State Northridge,0.469,-6.37,71.4,106.6,0.313,0.339,0.551,47.3,51.2,7.9,8.7,0.519,14.1,25.7,0.228,2020
1832,39,California,0.438,3.2,65.7,95.1,0.36,0.284,0.514,49.6,41.5,6.1,7.4,0.469,17.2,24.8,0.266,2020
1833,40,California Baptist,0.677,-1.99,70.5,111.5,0.345,0.431,0.567,54.8,53.9,5.8,8.5,0.524,15.4,32.4,0.271,2020
1834,42,Campbell,0.484,-8.51,67.2,101.9,0.258,0.415,0.558,47.6,59.2,10.7,8.3,0.532,17.3,22.2,0.189,2020
1835,43,Canisius,0.375,-7.6,70.3,97.6,0.302,0.343,0.516,48.9,56.1,10.1,7.1,0.485,17.7,28.9,0.21,2020
1836,44,Central Arkansas,0.323,-11.26,75.9,96.1,0.402,0.404,0.528,50.3,58.0,6.8,12.7,0.485,20.0,28.4,0.288,2020
1837,45,Central Connecticut State,0.129,-20.33,70.7,89.3,0.291,0.316,0.486,44.8,44.4,9.1,9.4,0.454,17.9,23.3,0.197,2020
1838,46,Central Michigan,0.438,-3.4,75.0,104.0,0.334,0.375,0.531,48.8,42.4,12.1,6.8,0.491,14.7,27.9,0.249,2020
1839,47,Charleston Southern,0.438,-13.14,68.6,99.2,0.262,0.428,0.528,46.3,53.5,8.6,7.0,0.496,16.2,22.8,0.195,2020
1840,48,Charlotte,0.552,0.46,66.6,98.2,0.38,0.368,0.55,49.9,52.3,11.3,10.5,0.516,18.7,21.4,0.267,2020
1841,49,Chattanooga,0.606,0.39,68.2,106.6,0.289,0.413,0.556,51.7,52.5,7.0,4.1,0.529,15.4,26.8,0.206,2020
1842,50,Chicago State,0.138,-28.2,70.3,87.4,0.409,0.351,0.516,45.9,50.3,7.1,7.2,0.468,22.9,22.6,0.295,2020
1843,51,Cincinnati,0.667,12.33,68.9,102.2,0.396,0.361,0.536,52.5,57.3,9.2,12.5,0.503,17.5,32.0,0.268,2020
1844,52,Clemson,0.516,10.26,66.6,98.7,0.289,0.464,0.528,49.3,54.6,10.1,7.8,0.501,16.5,23.3,0.199,2020
1845,53,Cleveland State,0.344,-11.16,68.9,92.4,0.388,0.23,0.489,49.2,51.4,11.1,7.5,0.45,18.8,32.0,0.258,2020
1846,54,Coastal Carolina,0.485,-0.83,74.0,105.4,0.345,0.354,0.545,54.1,48.7,10.2,8.7,0.51,18.3,35.9,0.247,2020
1847,55,Colgate,0.735,1.47,68.8,110.3,0.246,0.46,0.557,51.0,52.7,8.8,7.9,0.531,13.7,28.0,0.184,2020
1848,56,College of Charleston,0.548,0.53,66.9,105.0,0.328,0.398,0.548,47.4,44.6,10.0,7.2,0.509,14.4,22.9,0.25,2020
1849,57,Colorado,0.656,14.91,68.2,103.2,0.362,0.386,0.544,53.9,54.3,8.3,7.9,0.505,16.8,30.2,0.266,2020
1850,58,Colorado State,0.625,6.7,69.7,106.8,0.39,0.393,0.569,52.0,59.1,9.2,5.8,0.541,16.4,26.5,0.265,2020
1851,59,Columbia,0.2,-10.19,69.6,94.0,0.224,0.369,0.494,47.1,44.1,7.8,8.4,0.465,14.3,20.4,0.164,2020
1852,60,Connecticut,0.613,11.15,69.0,102.3,0.346,0.358,0.521,51.9,51.2,10.0,15.0,0.478,16.8,34.1,0.257,2020
1853,61,Coppin State,0.355,-14.36,74.4,90.7,0.327,0.47,0.487,47.4,42.8,9.0,8.1,0.459,17.1,23.4,0.208,2020
1854,63,Cornell,0.259,-8.37,66.2,100.3,0.269,0.393,0.531,47.8,56.8,10.0,8.5,0.504,15.4,24.8,0.188,2020
1855,64,Creighton,0.774,17.24,70.0,111.5,0.29,0.426,0.58,48.5,56.5,9.3,6.6,0.553,13.9,23.6,0.214,2020
1856,65,Dartmouth,0.414,-4.17,66.6,97.2,0.274,0.398,0.53,51.3,52.0,6.9,8.0,0.506,16.5,20.7,0.185,2020
1857,66,Davidson,0.533,8.85,65.4,108.5,0.315,0.445,0.569,50.4,55.9,8.2,7.7,0.534,14.7,24.7,0.24,2020
1858,67,Dayton,0.935,19.17,67.9,116.4,0.339,0.39,0.619,52.5,60.3,8.3,9.2,0.597,15.8,26.4,0.244,2020
1859,68,Delaware,0.667,-1.53,68.6,107.9,0.316,0.385,0.582,50.4,48.9,7.9,9.3,0.549,16.7,24.5,0.239,2020
1860,69,Delaware State,0.188,-20.87,76.3,95.6,0.33,0.395,0.507,47.3,40.5,8.9,6.2,0.473,17.4,26.4,0.226,2020
1861,70,Denver,0.226,-10.06,71.6,95.4,0.362,0.291,0.525,48.3,45.1,8.1,7.0,0.491,17.4,20.8,0.25,2020
1862,71,DePaul,0.5,7.63,71.7,97.8,0.333,0.304,0.512,50.3,52.2,11.1,14.8,0.484,17.5,30.9,0.219,2020
1863,72,Detroit Mercy,0.258,-9.87,70.6,99.0,0.321,0.441,0.51,49.5,44.5,8.1,8.2,0.462,16.5,30.8,0.251,2020
1864,73,Drake,0.588,0.43,68.0,101.6,0.305,0.381,0.553,51.4,59.4,8.1,11.6,0.524,17.0,23.5,0.218,2020
1865,74,Drexel,0.424,-5.38,67.9,100.3,0.285,0.371,0.534,51.8,57.9,8.3,7.0,0.506,18.6,30.4,0.199,2020
1866,75,Duke,0.806,22.55,72.9,111.4,0.356,0.315,0.559,53.8,52.1,11.2,13.6,0.526,15.2,34.8,0.256,2020
1867,76,Duquesne,0.7,6.77,67.8,104.2,0.328,0.431,0.542,49.8,56.5,10.1,14.8,0.512,16.0,29.2,0.231,2020
1868,77,East Carolina,0.355,-2.27,70.7,95.6,0.368,0.328,0.511,50.3,57.2,9.1,9.2,0.467,17.1,27.3,0.265,2020
1869,78,East Tennessee State,0.882,7.63,68.2,111.9,0.368,0.388,0.57,53.4,51.3,12.0,10.9,0.542,15.3,32.7,0.256,2020
1870,79,Eastern Illinois,0.531,-5.08,70.9,104.0,0.298,0.324,0.536,50.4,50.4,10.7,11.5,0.513,15.3,29.2,0.197,2020
1871,80,Eastern Kentucky,0.485,-9.17,76.2,98.0,0.319,0.401,0.513,45.2,46.3,12.2,5.5,0.476,16.1,25.7,0.231,2020
1872,81,Eastern Michigan,0.5,-3.12,68.1,95.4,0.419,0.378,0.509,48.6,42.9,14.4,11.6,0.479,18.3,27.8,0.263,2020
1873,82,Eastern Washington,0.742,2.01,74.3,108.0,0.287,0.416,0.556,50.9,59.6,9.5,8.7,0.532,15.0,28.3,0.199,2020
1874,84,Elon,0.382,-7.81,67.3,101.8,0.268,0.493,0.536,48.2,56.3,7.0,6.0,0.506,15.3,23.5,0.197,2020
1875,85,Evansville,0.281,-7.04,67.9,96.7,0.322,0.424,0.527,46.6,52.5,6.8,5.7,0.49,16.6,20.3,0.235,2020
1876,86,Fairfield,0.375,-9.65,63.6,89.8,0.359,0.291,0.475,51.6,42.4,7.9,8.2,0.431,18.4,30.2,0.25,2020
1877,87,FDU,0.367,-9.94,69.3,103.4,0.295,0.357,0.546,48.3,45.2,9.1,9.4,0.516,16.4,26.8,0.213,2020
1878,88,Florida,0.613,14.94,66.3,107.5,0.34,0.368,0.555,52.4,46.5,8.6,11.1,0.521,15.5,31.1,0.246,2020
1879,89,Florida A&M,0.444,-12.17,70.8,93.3,0.387,0.238,0.487,48.6,41.0,10.3,5.2,0.454,18.1,31.2,0.246,2020
1880,90,Florida Atlantic,0.531,-1.66,70.2,100.1,0.269,0.422,0.523,51.0,47.6,10.3,5.8,0.495,16.4,28.9,0.189,2020
1881,91,Florida Gulf Coast,0.313,-10.26,66.8,91.5,0.231,0.416,0.5,49.2,55.8,9.0,12.4,0.476,20.0,28.0,0.159,2020
1882,92,Florida International,0.594,0.9,73.9,103.4,0.292,0.416,0.548,47.8,52.2,11.8,16.2,0.529,17.7,29.5,0.19,2020
1883,93,Florida State,0.839,17.28,69.7,107.3,0.301,0.354,0.553,51.9,48.5,12.5,15.9,0.519,16.3,33.4,0.226,2020
1884,94,Fordham,0.29,-3.58,65.2,88.8,0.27,0.417,0.478,47.0,54.3,10.7,9.2,0.45,16.9,21.3,0.179,2020
1885,95,Fresno State,0.367,2.08,65.3,103.7,0.305,0.49,0.532,52.0,52.2,7.3,11.1,0.502,16.4,30.5,0.214,2020
1886,96,Furman,0.781,6.79,69.3,110.0,0.302,0.463,0.579,47.8,53.9,11.8,8.5,0.556,14.7,23.6,0.212,2020
1887,97,Gardner-Webb,0.5,-5.56,67.7,104.1,0.354,0.39,0.549,49.7,54.1,9.0,13.7,0.518,15.9,27.1,0.245,2020
1888,98,George Mason,0.531,0.86,67.4,99.2,0.344,0.345,0.511,52.5,45.6,9.0,13.3,0.476,17.2,33.1,0.238,2020
1889,99,George Washington,0.375,-3.99,66.6,96.4,0.328,0.425,0.523,48.3,52.2,7.9,10.1,0.49,17.4,23.0,0.229,2020
1890,100,Georgetown,0.469,10.38,71.6,104.3,0.339,0.31,0.535,52.1,57.0,8.7,11.5,0.491,16.3,32.4,0.262,2020
1891,101,Georgia,0.5,8.28,72.0,103.7,0.334,0.383,0.54,51.4,49.3,9.7,8.0,0.508,17.3,32.3,0.234,2020
1892,102,Georgia Southern,0.606,1.69,73.3,103.1,0.364,0.4,0.537,48.5,46.6,10.7,10.2,0.507,15.6,26.6,0.246,2020
1893,103,Georgia State,0.594,3.09,74.0,104.7,0.312,0.383,0.543,49.7,53.1,10.5,11.2,0.508,16.4,31.6,0.231,2020
1894,105,Georgia Tech,0.548,10.49,70.7,96.3,0.345,0.299,0.529,51.7,54.4,10.0,11.7,0.499,20.0,29.4,0.233,2020
1895,106,Gonzaga,0.939,22.7,72.5,120.1,0.388,0.313,0.599,56.6,52.5,10.1,9.5,0.575,13.2,33.7,0.267,2020
1896,107,Grambling,0.531,-12.39,71.8,99.2,0.368,0.275,0.528,51.9,49.5,10.4,11.4,0.495,17.4,30.5,0.251,2020
1897,108,Grand Canyon,0.433,-6.32,67.8,103.2,0.372,0.33,0.548,48.2,48.0,7.0,3.7,0.506,15.1,23.0,0.278,2020
1898,109,Green Bay,0.515,-4.8,75.3,107.3,0.317,0.324,0.555,48.5,55.2,9.1,8.1,0.519,14.5,26.8,0.24,2020
1899,110,Hampton,0.441,-12.02,71.9,107.0,0.405,0.317,0.546,49.5,53.8,6.9,10.0,0.509,14.1,28.2,0.283,2020
1900,111,Hartford,0.545,-6.79,69.2,96.0,0.309,0.401,0.519,47.0,55.4,10.5,6.5,0.486,17.3,22.9,0.217,2020
1901,112,Harvard,0.724,3.06,68.9,104.0,0.322,0.378,0.546,53.4,45.0,9.2,14.1,0.516,17.2,30.4,0.226,2020
1902,113,Hawaii,0.567,-1.27,68.9,99.1,0.315,0.38,0.522,50.1,55.1,7.9,5.1,0.489,16.6,27.8,0.222,2020
1903,114,High Point,0.281,-16.31,67.7,96.7,0.4,0.354,0.506,51.3,55.0,7.5,11.9,0.463,18.0,32.2,0.28,2020
1904,115,Hofstra,0.765,3.06,68.9,110.9,0.336,0.378,0.562,50.8,46.8,10.0,5.7,0.52,14.2,30.3,0.263,2020
1905,116,Holy Cross,0.094,-18.07,68.9,94.5,0.252,0.377,0.514,47.6,47.0,7.0,7.0,0.491,18.3,25.1,0.169,2020
1906,117,Houston,0.742,16.46,66.8,107.8,0.329,0.343,0.519,56.5,50.8,7.7,15.1,0.48,14.6,38.7,0.24,2020
1907,118,Houston Christian,0.138,-17.41,78.0,102.3,0.38,0.33,0.547,49.4,46.4,7.2,5.1,0.503,18.6,32.2,0.284,2020
1908,119,Howard,0.121,-21.88,71.9,96.0,0.331,0.374,0.518,45.0,54.8,7.5,9.2,0.485,17.9,26.4,0.23,2020
1909,120,Idaho,0.25,-12.07,69.3,93.8,0.301,0.26,0.513,49.7,49.0,8.0,6.1,0.484,18.1,24.4,0.203,2020
1910,121,Idaho State,0.267,-8.62,67.7,101.8,0.349,0.331,0.539,50.6,46.1,6.7,5.7,0.514,17.3,29.3,0.229,2020
1911,122,Illinois,0.677,15.27,67.5,106.6,0.332,0.309,0.528,55.3,50.7,7.2,7.3,0.491,15.0,35.8,0.241,2020
1912,123,Illinois State,0.323,-2.7,68.4,96.3,0.252,0.416,0.525,48.9,50.4,8.4,7.3,0.498,18.6,25.6,0.179,2020
1913,124,Illinois-Chicago,0.514,-3.74,70.5,97.4,0.294,0.377,0.533,51.3,56.1,8.1,12.0,0.507,19.5,27.9,0.202,2020
1914,126,Incarnate Word,0.29,-18.57,69.2,94.0,0.321,0.358,0.511,47.1,52.6,10.3,6.9,0.471,19.1,27.6,0.236,2020
1915,127,Indiana,0.625,15.07,68.7,103.6,0.392,0.296,0.528,54.0,51.0,8.1,12.6,0.493,15.7,32.4,0.266,2020
1916,128,Indiana State,0.6,3.22,66.2,102.9,0.329,0.343,0.549,49.2,51.6,8.3,10.0,0.517,15.5,23.5,0.236,2020
